gen,ST0_MS_ID_2018_1,ST0_MS_ID_2019_1,ST0_MS_OR_2018_1,ST0_MS_OR_2019_1,ST0_MS_OR_2020_1,ST0_MS_WA_2018_1,ST0_MS_WA_2019_1,ST0_MS_WA_2019_2,ST0_MS_WA_2020_1,ST0_MS_WA_2020_2,ST0_MS_WA_2020_3,ST0_MS_WA_2020_4,ST0_MS_WA_2020_5,ST1_MS_ID_2018_1,ST1_MS_ID_2019_1,ST1_MS_OR_2018_1,ST1_MS_OR_2019_1,ST1_MS_OR_2020_1,ST1_MS_WA_2018_1,ST1_MS_WA_2019_1,ST1_MS_WA_2019_2,ST1_MS_WA_2020_1,ST1_MS_WA_2020_2,ST1_MS_WA_2020_3,ST1_MS_WA_2020_4,ST1_MS_WA_2020_5,ST3_MS_ID,ST3_MS_OR,ST3_MS_WA,ST4_MS,ST0_DM_ID_2018_1,ST0_DM_ID_2019_1,ST0_DM_OR_2018_1,ST0_DM_OR_2019_1,ST0_DM_OR_2020_1,ST0_DM_WA_2018_1,ST0_DM_WA_2019_1,ST0_DM_WA_2020_1,ST1_DM_ID_2018_1,ST1_DM_ID_2019_1,ST1_DM_OR_2018_1,ST1_DM_OR_2019_1,ST1_DM_OR_2020_1,ST1_DM_WA_2018_1,ST1_DM_WA_2019_1,ST1_DM_WA_2020_1,ST3_DM_ID,ST3_DM_OR,ST3_DM_WA,ST4_DM,ST0_PH_ID_2019_1,ST0_PH_OR_2018_1,ST0_PH_OR_2019_1,ST0_PH_OR_2019_2,ST0_PH_OR_2019_4,ST0_PH_OR_2020_2,ST0_PH_OR_2020_3,ST0_PH_WA_2018_1,ST0_PH_WA_2018_3,ST0_PH_WA_2019_1,ST0_PH_WA_2019_2,ST0_PH_WA_2019_3,ST0_PH_WA_2019_4,ST0_PH_WA_2019_5,ST0_PH_WA_2020_1,ST0_PH_WA_2020_2,ST0_PH_WA_2020_3,ST0_PH_WA_2020_4,ST0_PH_WA_2020_5,ST1_PH_ID_2019_1,ST1_PH_OR_2018_1,ST1_PH_OR_2019_1,ST1_PH_OR_2019_2,ST1_PH_OR_2019_4,ST1_PH_OR_2020_2,ST1_PH_OR_2020_3,ST1_PH_WA_2018_1,ST1_PH_WA_2018_3,ST1_PH_WA_2019_1,ST1_PH_WA_2019_2,ST1_PH_WA_2019_3,ST1_PH_WA_2019_4,ST1_PH_WA_2019_5,ST1_PH_WA_2020_1,ST1_PH_WA_2020_2,ST1_PH_WA_2020_3,ST1_PH_WA_2020_4,ST1_PH_WA_2020_5,ST3_PH_ID,ST3_PH_OR,ST3_PH_WA,ST4_PH,ST0_Yi_ID_2018_1,ST0_Yi_ID_2018_2,ST0_Yi_ID_2018_3,ST0_Yi_ID_2019_1,ST0_Yi_ID_2019_2,ST0_Yi_ID_2019_3,ST0_Yi_ID_2019_4,ST0_Yi_OR_2018_1,ST0_Yi_OR_2018_2,ST0_Yi_OR_2018_3,ST0_Yi_OR_2019_1,ST0_Yi_OR_2019_2,ST0_Yi_OR_2019_3,ST0_Yi_OR_2019_4,ST0_Yi_OR_2020_1,ST0_Yi_OR_2020_2,ST0_Yi_OR_2020_3,ST0_Yi_OR_2020_4,ST0_Yi_WA_2018_1,ST0_Yi_WA_2018_2,ST0_Yi_WA_2018_3,ST0_Yi_WA_2019_1,ST0_Yi_WA_2019_2,ST0_Yi_WA_2019_3,ST0_Yi_WA_2019_4,ST0_Yi_WA_2019_5,ST0_Yi_WA_2020_1,ST0_Yi_WA_2020_2,ST0_Yi_WA_2020_3,ST0_Yi_WA_2020_4,ST0_Yi_WA_2020_5,ST1_Yi_ID_2018_1,ST1_Yi_ID_2018_2,ST1_Yi_ID_2018_3,ST1_Yi_ID_2019_1,ST1_Yi_ID_2019_2,ST1_Yi_ID_2019_3,ST1_Yi_ID_2019_4,ST1_Yi_OR_2018_1,ST1_Yi_OR_2018_2,ST1_Yi_OR_2018_3,ST1_Yi_OR_2019_1,ST1_Yi_OR_2019_2,ST1_Yi_OR_2019_3,ST1_Yi_OR_2019_4,ST1_Yi_OR_2020_1,ST1_Yi_OR_2020_2,ST1_Yi_OR_2020_3,ST1_Yi_OR_2020_4,ST1_Yi_WA_2018_1,ST1_Yi_WA_2018_2,ST1_Yi_WA_2018_3,ST1_Yi_WA_2019_1,ST1_Yi_WA_2019_2,ST1_Yi_WA_2019_3,ST1_Yi_WA_2019_4,ST1_Yi_WA_2019_5,ST1_Yi_WA_2020_1,ST1_Yi_WA_2020_2,ST1_Yi_WA_2020_3,ST1_Yi_WA_2020_4,ST1_Yi_WA_2020_5,ST3_Yi_ID,ST3_Yi_OR,ST3_Yi_WA,ST4_Yi,ST0_R_FD_ID_2019_4,ST0_R_FD_WA_2018_3,ST0_R_FD_WA_2019_5,ST0_R_FD_OR_2018_3,ST0_R_FD_OR_2019_4,ST0_R_FD_OR_2020_4,ST1_R_FD_ID_2019_4,ST1_R_FD_OR_2018_3,ST1_R_FD_OR_2019_4,ST1_R_FD_OR_2020_4,ST1_R_FD_WA_2018_3,ST1_R_FD_WA_2019_5,ST3_R_FD_ID,ST3_R_FD_OR,ST3_R_FD_WA,ST4_R_FD
17,2.161,1.885,1.977,2.753,3.794,3.224,2.592,1.67,3.113,2.496,3.436,3.38,NA,2.792,2.54,1.543,2.304,3.343,3.023,2.434,1.504,2.939,2.304,3.261,3.203,1.676,2.021,2.85,2.859,2.717,20.732,16.718,16.781,18.159,23.819,21.226,16.042,20.453,20.728,16.736,16.897,18.236,23.691,21.258,16.111,20.214,18.732,19.608,19.194,19.234,29.374,24.511,33.787,35.564,19.57,21.297,22.721,20.098,9.955,20.067,14.57,12.201,13.737,14.698,21.393,10.948,14.483,18.975,NA,25.618,22.948,32.422,33.866,18.243,20.024,21.806,25.253,16.446,25.489,19.407,17.356,18.516,19.269,26.515,17.298,19.976,23.935,16.767,29.256,26.197,15.911,20.081,3.959,1.015,2.334,7.402,4.866,4.577,1.716,3.171,4.777,3.112,5.585,4.122,3.579,1.873,3.966,2.641,3.761,1.82,4.319,3.428,1.899,5.954,1.938,2.287,1.508,1.293,4.277,0.835,1.447,3.241,0.615,3.942,1.346,2.364,7.165,5.108,4.614,2.006,3.025,4.628,2.94,5.478,3.95,3.409,1.769,3.884,2.409,3.57,1.68,4.338,3.469,1.793,5.647,2.079,2.239,1.754,1.572,4.264,1.087,1.876,3.203,0.725,3.755,3.496,2.5,3.137,5.212,8.348,5.522,34.47,43.982,47.125,15.56,17.408,26.944,28.491,15.144,14.227,5.927,41.331,7.268,24.076
18,1.74,2.276,2.398,2.519,3.519,3.923,2.601,1.881,2.973,2.842,3.246,3.883,NA,2.425,2.925,1.991,2.083,3.096,3.533,2.471,1.762,2.874,2.615,3.1,3.643,1.992,2.029,2.843,3.049,2.828,18.37,15.984,17.34,17.083,19.321,24.648,18.583,19.657,18.467,16.077,17.416,17.2,19.37,24.005,18.458,19.3,17.272,17.996,20.588,18.787,34.844,25.852,21.901,27.765,23.116,27.393,31.879,18.913,15.085,20.673,13.95,13.479,15.307,19.369,20.561,14.847,15.246,20.7,NA,30.369,24.165,20.831,26.373,21.78,25.972,29.268,24.528,20.576,25.334,19.575,19.288,20.31,22.205,25.616,20.525,21.471,25.517,20.392,34.007,26.043,17.318,21.154,3.933,2.713,2.189,7.763,5.879,4.08,2.785,4.622,4.741,3.087,7.414,4.859,3.913,3.207,7.089,2.985,3.489,2.113,3.117,2.377,1.178,2.063,0.808,2.028,1.573,1.244,4.006,1.899,2.143,3.661,0.933,3.907,2.849,2.224,7.683,5.995,4.135,2.908,4.441,4.61,2.924,7.217,4.648,3.666,3.02,6.895,2.689,3.33,2.003,3.597,2.815,1.699,2.853,1.593,2.307,1.836,1.604,4.345,1.831,2.137,3.501,0.862,4.206,4.287,2.264,3.421,11.77,3.782,10.036,37.285,62.459,46.515,20.262,20.275,44.231,32.574,13.339,17.463,10.629,49.41,7.983,29.138
19,1.65,2.329,1.781,3.181,3.8,3.799,2.475,1.803,3.163,3.171,4.003,4.001,2.729,2.339,2.981,1.533,2.703,3.411,3.573,2.296,1.676,3.026,2.888,3.729,3.801,2.428,2.014,3.003,3.12,2.923,19.934,15.859,18.203,20.025,24.435,20.278,16.003,18.732,20.014,16.176,18.554,19.999,23.668,20.548,16.008,18.687,18.095,20.74,18.414,19.207,28.634,24.511,29.179,27.103,17.737,15.727,26.674,19.657,11.085,27.784,16.75,15.732,14.249,14.022,24.141,18.974,19.629,19.222,15.318,24.988,22.574,27.938,25.441,16.544,15.627,24.987,25.399,17.916,30.702,21.421,20.783,19.455,20.601,28.487,23.117,23.519,24.328,19.762,28.626,23.497,18.008,20.3,3.413,1.515,2,6.654,7.394,3.919,2.659,4.212,5.314,4.424,5.611,4.157,3.264,1.666,4.02,2.129,3.1,1.891,3.844,3.504,1.586,5.346,2.68,2.861,2.537,2.594,5.943,3.539,3.113,3.301,0.785,3.361,1.885,2.017,6.752,7.035,3.995,2.744,4.045,5.13,3.946,5.681,3.986,3.318,1.914,4.033,2.079,2.964,1.769,4.09,3.737,2.153,5.45,2.837,3.147,2.683,2.36,5.951,3.191,3.101,3.876,0.981,3.933,3.689,3.232,3.552,2.138,10.914,12.553,36.103,49.752,38.934,13.081,19.075,31.667,23.718,18.065,18.858,3.448,41.87,11.044,25.191
20,1.731,2.004,2.192,3.496,3.915,3.278,2.839,2.829,3.31,2.352,3.454,3.663,2.191,2.467,2.71,1.769,3.022,3.446,3.127,2.631,2.57,3.111,2.253,3.279,3.477,1.987,1.943,3.199,2.997,2.881,20.516,17.637,19.884,19.872,21.867,21.715,14.767,20.915,20.535,17.608,19.895,19.891,21.873,21.629,15.207,20.392,19.072,20.553,19.076,19.629,32.708,23.9,26.898,28.725,18.126,26.227,28.764,20.54,21.295,30.139,11.248,15.13,13.489,14.362,23.13,15.452,15.43,25.299,11.172,28.354,22.264,25.766,27.348,16.817,24.82,26.903,26.394,25.071,33.665,17.106,20.077,18.487,19.979,29.069,20.539,21.355,30.062,15.829,31.992,25.298,18.187,21.159,4.667,1.799,3.457,8.323,5.838,6.297,1.718,4.468,6.763,4.423,6.242,4.783,3.481,2.432,5.711,2.799,3.666,2.547,4.185,2.889,0.785,5.499,2.609,2.605,2.44,1.853,5.348,1.986,2.495,3.546,0.854,4.262,2.193,3.309,8.099,6.045,6.264,2.13,4.288,6.295,4.225,6.131,4.598,3.503,2.318,5.617,2.644,3.504,2.385,4.321,3.203,1.669,5.491,2.743,2.686,2.419,1.824,5.393,2.186,2.527,3.661,0.877,4.577,4.293,2.881,3.765,5.405,6.458,8.031,43.212,51.46,49.551,16.003,25.961,34.202,32.132,14.439,16.023,6.371,47.815,7.813,27.574
21,2.539,2.204,2.652,3.032,4.06,2.934,2.665,2.31,3.181,2.455,4.263,4.332,1.531,3.153,2.877,2.111,2.569,3.531,2.946,2.489,2.075,3.071,2.317,3.993,4.082,1.373,2.369,3.19,2.986,2.938,22.441,16.596,20.871,18.899,23.849,21.575,13.227,17.757,22.211,16.705,20.721,18.963,23.223,21.479,13.56,17.829,19.458,20.969,17.623,19.336,28.901,26.045,38.164,31.465,18.57,22.662,26.843,20.275,24.137,23.309,16.8,14.199,11.708,12.492,18.098,15.391,15.401,21.509,13.725,25.257,24.037,35.655,28.733,17.565,21.377,25.488,25.925,26.695,27.888,21.234,19.216,17.033,18.934,25.563,20.489,21.135,26.371,18.076,28.894,26.787,17.431,20.989,3.35,-0.153,2.479,6.259,6.371,4.825,2.301,3.727,4.712,2.751,4.944,4.341,3.731,2.222,6.868,2.655,3.004,2.165,3.267,2.916,1.067,4.153,2.328,2.249,2.263,1.468,4.072,1.717,2.374,3.916,0.606,3.328,0.252,2.477,6.378,6.224,4.855,2.462,3.575,4.583,2.574,5.319,4.149,3.533,2.223,6.661,2.452,2.871,2.002,3.639,3.163,1.702,4.371,2.452,2.481,2.301,1.835,4.348,1.858,2.315,3.659,0.792,3.673,3.787,2.567,3.25,6.54,7.506,5.516,37.919,41.793,44.443,16.195,20.787,24.78,26.04,14.602,14.266,6.563,40.919,7.016,23.892
22,2.196,1.979,2.499,2.232,3.819,3.737,2.713,2.638,3.624,2.744,3.955,3.39,1.941,2.841,2.681,2.049,1.812,3.364,3.495,2.55,2.384,3.377,2.555,3.717,3.245,1.745,2.115,2.862,3.076,2.879,21.302,15.911,20.994,19.481,18.227,23.428,16.615,20.191,21.212,16.172,20.942,19.476,18.399,23,16.771,19.808,18.692,19.605,19.86,19.472,34.42,16.988,25.88,30.758,16.102,23.826,24.347,23.039,24.797,31.307,15.3,16.846,14.319,19.121,21.075,13.64,12.97,21.456,13.648,30.058,17.191,24.698,29.246,14.816,22.393,23.061,27.714,27.637,34.021,20.181,21.599,19.426,22.335,27.875,19.249,20.6,26.456,17.782,33.696,23.212,18.79,20.971,3.486,3.058,2.007,7.536,4.509,4.801,3.402,3.325,4.777,2.979,5.192,4.355,3.666,2.563,4.595,1.981,3.429,1.813,3.594,4.275,3.289,6.299,2.52,3.096,3.066,3.223,5.903,2.241,2.085,3.97,1.059,3.444,3.124,2.043,7.461,4.784,4.823,3.387,3.176,4.623,2.808,5.083,4.173,3.487,2.415,4.498,1.894,3.258,1.674,3.824,4.146,2.543,5.975,2.703,3.131,2.997,2.469,5.69,2.593,3.009,4.002,1.321,4.115,3.528,3.297,3.564,10.258,5.425,9.213,37.7,46.527,48.981,19.262,20.637,29.587,30.966,14.488,16.889,9.629,44.114,8.27,26.418
23,2.123,2.047,2.676,3.236,3.693,3.25,3.104,2.281,3.563,2.747,3.775,3.441,1.145,2.765,2.73,2.224,2.776,3.24,3.091,2.863,2.08,3.36,2.543,3.577,3.258,1.052,2.102,3.2,2.92,2.859,20.164,16.458,19.799,20.496,19.871,22.063,14.91,17.265,20.187,16.54,19.785,20.374,19.939,21.939,14.989,17.354,18.364,20.033,18.094,18.888,30.581,24.494,33.83,27.56,18.569,20.057,23.99,24.117,21.66,25.916,16.729,17.675,15.512,15.636,25.857,20.119,15.593,25.013,11.714,26.765,22.977,32.459,26.241,17.282,18.924,23.117,28.76,25.62,31.3,21.37,22.431,20.427,21.057,30.177,24.133,21.405,29.852,16.803,30.403,24.812,19.495,21.748,2.593,5.462,1.328,6.503,5.695,4.757,3.184,3.028,5.859,3.353,6.887,3.91,3.777,2.713,5.527,1.983,3.175,2.041,5.065,4.539,2.665,5.793,3.101,3.367,3.35,2.571,6.319,2.978,2.895,4.408,1.074,2.741,5.32,1.404,6.649,5.796,4.792,3.221,2.902,5.623,3.173,6.696,3.775,3.594,2.558,5.413,1.975,3.027,1.886,4.999,4.526,2.548,5.76,3.177,3.417,3.248,2.54,6.356,3.169,3.338,4.397,1.25,4.237,3.849,3.629,3.845,6.351,10.673,7.636,39.856,46.017,46.456,16.243,22.752,28.913,28.59,17.484,16.015,6.611,43.802,9.332,26.113
24,2.788,1.935,2.147,3.192,3.53,2.695,3.145,1.9,3.562,2.42,2.511,3.159,2.818,3.317,2.641,1.89,2.723,3.088,2.608,2.893,1.809,3.213,2.316,2.477,2.982,2.534,2.333,3.02,2.796,2.777,19.853,14.931,22.854,18.43,23.01,22.795,16.165,17.071,19.936,15.435,21.959,18.559,22.386,22.391,16.154,17.35,17.686,20.968,18.631,19.271,30.154,21.036,29.982,23.975,15.556,20.063,26.504,21.966,18.352,28.745,14.1,17.941,14.22,14.963,25.226,13.765,15.707,20.34,9.142,26.154,20.024,28.926,23.109,14.358,18.842,24.819,27.138,22.964,33.099,19.03,21.945,19.017,20.223,29.902,19.298,21.52,25.421,14.533,29.792,22.991,17.891,20.128,4.187,0.975,0.886,7.52,4.605,4.633,1.707,4.561,6.366,3.197,5.819,3.865,3.13,2.399,4.576,2.395,3.197,1.811,5.442,4.652,2.988,5.673,3.808,3.043,3.372,2.859,5.941,2.678,2.994,4.34,1.281,3.88,1.453,1.034,7.375,4.948,4.663,2.036,4.36,5.893,2.865,5.742,3.702,3.23,2.352,4.6,2.225,3.043,1.703,4.951,4.478,2.563,5.591,3.498,3.327,3.213,2.621,5.971,3.035,3.313,4.331,1.437,3.59,3.766,3.599,3.656,4.249,7.805,7.806,30.343,41.22,34.318,14.944,13.373,23.528,18.395,14.954,15.377,5.311,35.482,7.748,21.209
25,2.355,2.151,2.684,3.403,4.066,4.138,2.408,2.534,3.093,2.805,4.184,4.512,3.001,3.023,2.835,2.161,2.914,3.569,3.869,2.248,2.34,2.992,2.681,3.907,4.258,2.681,2.283,3.335,3.314,3.16,22.455,17.444,19.171,18.865,22.26,24.428,16.256,18.435,22.253,17.419,19.317,18.935,22.031,23.744,16.309,18.451,19.836,20.094,19.501,19.807,27.9,22.784,27.629,30.153,23.335,21.785,28.644,NA,26.026,24.144,20.35,21.171,18.39,22.563,19.035,20.154,19.27,20.824,17.091,24.446,22.597,26.364,28.134,22.179,20.916,27.022,26.488,29.392,28.934,25.027,25.752,23.584,25.869,25.81,24.992,24.77,25.839,22.368,28.083,25.847,20.718,22.837,4.434,1.938,1.574,5.533,5.416,4.888,3.103,2.861,5.213,3.043,3.464,4.034,3.786,2.351,5.507,1.625,1.893,2.024,4.061,3.234,2.662,6.007,4.518,3.306,3.394,2.678,3.313,3.045,2.43,3.57,1.704,4.096,2.173,1.65,5.705,5.276,4.899,3.08,2.732,4.98,2.78,3.911,3.816,3.53,2.316,5.339,1.613,1.859,1.883,4.08,3.441,2.561,5.995,3.858,3.247,3.206,2.683,4.003,2.987,3.096,3.834,1.819,3.802,3.316,3.328,3.431,13.2,32.187,19.582,54.922,57.352,44.501,22.633,37.821,40.004,31.13,36.107,26.562,13,53.369,23.916,36.823
26,2.112,2.484,2.003,3.544,4.143,4.51,2.695,2.606,3.561,2.677,2.998,4.027,1.565,2.79,3.115,1.635,3.011,3.623,4.106,2.515,2.331,3.365,2.537,2.967,3.85,1.426,2.307,3.21,3.079,2.991,21.831,18.39,21.316,20.254,21.208,22.738,20.067,20.098,21.685,18.312,21.184,20.265,21.415,22.563,19.885,19.952,19.998,20.955,20.8,20.658,28.665,19.856,30.495,26.574,24.248,22.902,27.485,23.819,12.095,23.636,14.9,14.001,19.306,17.698,25.732,17.724,16.648,23.525,11.072,25.054,20.55,29.392,25.528,22.591,21.746,26.091,28.269,18.857,29.878,20.185,19.85,23.249,22.116,29.814,22.621,22.612,28.349,16.83,28.692,25.628,18.603,21.352,1.94,3.167,3.253,6.16,5.895,4.886,2.34,4.161,4.923,3.285,6.185,4.601,3.579,2.922,5.575,2.548,4.268,2.835,3.187,3.768,1.164,4.499,2.881,2.495,1.282,1.374,6.235,2.655,2.776,3.201,-0.126,2.517,3.256,3.112,6.407,6.045,4.923,2.632,3.996,4.805,3.085,6.198,4.427,3.559,2.812,5.495,2.504,4.011,2.603,3.718,3.831,1.952,4.771,2.928,2.714,1.826,1.937,5.861,2.536,2.604,3.542,0.442,4.09,4.11,2.855,3.579,12.174,6.364,11.59,44.367,60.525,45.036,20.355,27.197,42.589,31.33,15.669,18.854,10.722,50.756,9.844,30.446
27,2.664,2.123,2.117,2.925,3.961,3.296,2.687,1.18,3.319,2.582,3.238,2.969,NA,3.257,2.804,1.732,2.468,3.412,3.091,2.509,1.115,3.113,2.375,3.116,2.875,1.648,2.385,2.991,2.792,2.774,20.443,17.216,18.962,17.881,21.555,23.635,17.806,18.328,20.449,17.19,19.048,17.971,21.358,23.235,17.716,18.358,18.819,19.459,19.77,19.416,28.471,22.277,32.254,21.617,13.106,18.775,30.916,21.152,17.068,22.535,12.45,12.916,14.498,14.312,21.854,13.635,16.139,19.189,NA,24.835,20.987,30.664,21.184,12.577,17.586,28.741,26.079,21.592,28.141,17.704,18.111,18.975,19.132,27.184,18.998,21.159,24.187,15.77,28.472,23.268,16.984,19.717,3.196,4.688,1.841,7.958,5.489,4.802,4.756,4.053,4.28,2.111,6.431,3.53,3.703,2.45,5.611,2.203,3.336,1.918,4.762,5.002,2.49,3.671,2.263,2.101,1.772,1.561,5.563,1.749,2.653,4.121,0.973,3.19,4.507,1.878,7.854,5.638,4.832,4.506,3.892,4.196,2.005,6.305,3.409,3.509,2.331,5.482,2.053,3.172,1.762,4.624,4.643,2.084,4.05,2.445,2.618,2.105,1.978,5.423,2.05,2.562,3.921,0.99,4.592,3.621,2.919,3.546,5.013,3.725,8.744,27.055,38.176,27.344,14.961,10.064,20.76,12.851,12.321,15.56,5.328,31.609,6.523,18.867
28,1.405,2.203,1.981,2.186,3.942,3.616,2.703,0.89,3.106,1.932,4.356,3.819,NA,2.103,2.875,1.533,1.776,3.519,3.381,2.506,0.782,3.059,1.826,4.103,3.637,0.813,1.843,2.73,2.949,2.71,18.577,16.314,15.491,16.932,15.82,18.3,13.935,17.58,18.733,16.178,15.82,16.98,16.582,18.465,13.982,17.449,17.456,16.461,16.632,16.774,22.559,17.36,25.918,28.823,4.332,18.593,15.974,18.996,9.317,16.984,8,5.81,2.888,3.586,29.605,14.147,13.539,22.198,NA,19.653,16.64,25.537,25.921,3.207,16.926,15.315,24.531,14.582,25.673,12.868,11.155,8.514,11.643,31.157,17.927,17.708,26.589,8.307,23.291,18.569,13.446,15.7,2.44,4.633,NA,7.578,4.201,4.837,1.904,2.534,4.073,0.594,7.205,2.353,3.422,0.985,6.26,1.982,3.462,0.533,2.244,1.876,1.078,1.51,1.254,0.781,1.013,0.386,4.639,0.669,1.223,2.986,0.499,2.562,4.418,1.295,7.47,4.504,4.852,1.932,2.413,4.008,0.547,6.9,2.248,3.17,1.048,6.054,1.633,3.212,0.43,2.925,2.288,1.037,1.759,1.342,1.519,1.367,1.155,4.134,0.437,1.257,2.968,0.413,4.252,3.034,1.62,2.665,4.44,1.9,4.314,10.864,15.901,10.624,13.759,-5.976,-1.462,-5.131,9.611,11.661,4.127,12.861,3.218,8.191
29,2.41,3.118,2.631,3.174,4.077,4.016,2.82,0.91,4.27,2.622,5.197,3.405,-0.197,3.007,3.626,2.051,2.662,3.626,3.86,2.626,0.79,4.004,2.378,4.759,3.314,-0.275,2.671,3.233,2.875,2.926,20.043,17.558,20.81,16.847,17.562,21.266,16.262,15.953,20.056,17.276,20.23,17.047,18.479,21.264,16.234,16.329,18.666,18.586,17.942,18.364,30.382,15.266,28.873,34.416,6.927,12.035,19.558,21.202,14.091,25.212,9.8,12.159,8.657,10.379,21.61,14.101,14.364,13.74,6.192,26.35,16.345,28.026,29.491,6.027,11.355,18.558,26.009,18.847,30.398,14.894,16.589,13.68,16.005,27.304,18.264,19.247,19.375,11.199,29.988,19.612,14.368,16.846,2.785,3.806,NA,7.272,4.104,5.593,1.229,2.999,4.056,0.872,6.168,2.595,3.201,1.212,6.379,0.971,3.504,0.795,2.965,3.177,1.444,4.226,1.679,2.704,2.329,1.453,3.252,1.709,1.977,3.065,-0.451,2.837,3.727,1.238,7.203,4.42,5.537,1.402,2.873,4.036,0.823,6.026,2.481,3.044,1.285,6.149,0.847,3.208,0.652,3.432,3.236,1.478,4.33,1.79,2.436,2.334,1.78,3.926,1.483,2.082,3.407,0.051,4.15,3.013,2.325,2.942,7.898,6.421,9.448,15.383,18.395,20.634,16.548,-1.271,1.404,3.402,14.336,15.791,6.915,18.229,7.646,12.815
30,1.087,2.188,2.098,3.112,3.917,3.01,2.925,2.4,3.573,2.481,3.356,3.258,0.931,1.795,2.855,1.657,2.651,3.449,2.92,2.722,2.127,3.334,2.284,3.258,3.12,0.834,1.679,3.039,2.767,2.663,22.141,16.463,20.878,20.575,23.446,23.768,21.171,17.265,21.988,16.781,20.869,20.546,23.342,23.661,20.96,17.786,19.385,21.586,20.802,20.742,27.872,20.977,31.835,25.764,19.103,23.82,27.588,NA,14.591,30.414,15.8,17.831,18.151,16.483,23.126,17.638,16.319,19.924,9.784,24.293,19.893,30.511,24.51,17.794,22.449,26.013,27.961,20.699,33.96,20.689,22.401,22.318,21.769,28.96,22.459,22.467,25.152,15.418,27.931,24.84,18.35,21.046,2.821,0.613,2.105,5.643,5.856,4.454,3.28,3.73,4.787,1.466,5.473,3.653,3.443,2.982,4.62,2.415,3.592,2.436,3.691,3.221,1.623,5.925,2.382,2.951,1.792,1.754,5.747,2.715,2.548,4.145,0.229,2.977,0.92,2.135,5.803,5.835,4.498,3.3,3.578,4.645,1.343,5.369,3.537,3.383,2.806,4.524,2.275,3.421,2.257,3.953,3.475,2.09,5.965,2.596,2.926,2.202,2.205,5.515,2.607,2.765,3.954,0.686,3.601,3.532,3.03,3.337,6.79,4.907,9.779,35.478,50.641,40.482,16.548,18.426,33.01,25.34,13.628,16.864,6.915,42.643,7.828,25.083
31,2.644,2.124,2.071,2.531,4.196,3.557,3.074,2.304,3.639,3.106,4.13,4.678,1.71,3.227,2.818,1.652,2.107,3.698,3.461,2.789,2.086,3.442,2.856,3.916,4.452,1.509,2.377,2.939,3.256,3.048,21.22,15.301,19.814,20.639,21.417,20.818,14.118,20.565,21.143,15.729,19.844,20.542,21.526,20.894,14.359,20.221,18.436,20.637,18.491,19.282,30.282,18.779,32.113,23.355,15.356,20.077,24.577,20.094,16.296,24.554,16.048,13.009,11.982,15.086,20.462,16.184,13.418,26.101,9.972,26.268,18.692,30.665,22.304,14.086,18.771,23.155,25.497,21.11,29.624,20.269,18.135,17.034,19.558,26.809,20.902,19.654,30.673,15.074,29.906,22.59,17.079,19.495,3.596,1.21,NA,8.104,4.848,5.703,1.864,3.449,4.473,2.485,6.739,3.584,3.179,1.845,6.943,2.219,2.553,1.574,3.173,2.729,0.963,2.883,1.603,1.676,2.137,1.389,3.913,1.203,1.786,3.296,0.807,3.426,1.568,1.729,7.721,5.076,5.675,2.047,3.314,4.421,2.262,6.519,3.41,3.144,1.841,6.651,1.901,2.445,1.414,3.479,2.931,1.38,3.279,1.794,2.057,2.139,1.543,4.052,1.234,1.857,3.293,0.749,4.215,3.549,2.173,3.086,4.182,7.437,7.73,32.292,40.912,34.31,14.967,15.248,23.211,18.37,14.77,15.352,5.335,35.993,7.643,21.433
32,2.132,2.261,2.424,2.759,4.12,3.555,2.269,2.191,3.477,2.565,3.733,3.815,2.218,2.797,2.928,1.928,2.313,3.602,3.389,2.099,1.993,3.254,2.42,3.542,3.634,1.98,2.217,3.068,2.981,2.884,21.186,16.104,18.078,20.145,23.317,21.224,16.686,18.783,21.098,16.437,18.302,20.12,22.95,21.242,16.68,18.752,18.767,20.457,18.891,19.448,29.525,27.33,36.419,31.138,19.09,26.52,29.182,23.023,21.122,27.506,18.7,17.579,16.687,19.172,28.119,20.095,19.321,26.517,15.337,25.782,25.034,34.444,29.554,18.166,25.163,27.8,28.374,25.79,32.958,23.272,22.777,21.773,23.688,32.278,24.625,24.578,31.293,19.869,29.42,28.005,20.99,23.649,4.404,4.476,1.82,7.199,6.525,4.825,3.165,4.244,4.21,2.819,6.264,4.101,4.323,3.227,8.102,3.183,3.031,2.374,4.935,4.672,2.069,6.851,4.572,3.388,3.749,2.205,6.561,2.927,3.719,4.455,1.008,4.037,4.306,1.89,7.315,6.513,4.869,3.293,4.081,4.155,2.663,6.17,3.982,3.969,2.974,7.865,2.975,2.911,2.222,4.856,4.636,2.464,6.907,4.188,3.555,3.442,2.616,6.662,3.392,3.585,4.525,1.192,4.566,4.153,3.883,4.133,6.354,14.069,15.188,38.101,45.144,47.015,17.094,21.091,28.168,29.278,21.334,21.146,7.462,43.229,13.822,27.466
