gen,env,predicted.value,standard.error,upper.Confidence.limit,lower.Confidence.limit,est.status
67,WA_2018_3,3.14,0.29,3.72,2.57,Estimable
67,WA_2019_5,4.83,0.37,5.56,4.1,Estimable
67,WA_2020_5,2.6,0.41,3.42,1.79,Estimable
68,ID_2019_4,2.7,0.32,3.32,2.08,Estimable
68,OR_2018_3,1.79,0.36,2.48,1.09,Estimable
68,OR_2019_4,0.71,0.55,1.78,-0.36,Estimable
68,OR_2020_4,1.47,0.38,2.2,0.73,Estimable
68,WA_2018_3,2.63,0.31,3.24,2.02,Estimable
68,WA_2019_5,3.57,0.44,4.44,2.7,Estimable
68,WA_2020_5,2.76,0.46,3.66,1.85,Estimable
69,ID_2019_4,3.98,0.32,4.61,3.35,Estimable
69,OR_2018_3,4.04,0.38,4.78,3.3,Estimable
69,OR_2019_4,6.32,0.55,7.4,5.25,Estimable
69,OR_2020_4,4.74,0.38,5.48,3.99,Estimable
69,WA_2018_3,3.22,0.32,3.85,2.59,Estimable
69,WA_2019_5,4.38,0.6,5.56,3.2,Estimable
69,WA_2020_5,3.54,0.48,4.49,2.59,Estimable
70,ID_2019_4,3.56,0.3,4.15,2.96,Estimable
70,OR_2018_3,3.69,0.39,4.46,2.92,Estimable
70,OR_2019_4,5.67,0.55,6.74,4.6,Estimable
70,OR_2020_4,3.97,0.38,4.71,3.22,Estimable
70,WA_2018_3,3.32,0.32,3.95,2.69,Estimable
70,WA_2019_5,4.63,0.6,5.81,3.45,Estimable
70,WA_2020_5,3.28,0.48,4.23,2.33,Estimable
71,ID_2019_4,2.83,0.31,3.44,2.22,Estimable
71,OR_2018_3,2.2,0.4,2.99,1.42,Estimable
71,OR_2019_4,1.38,0.55,2.45,0.3,Estimable
71,OR_2020_4,1.96,0.38,2.71,1.21,Estimable
71,WA_2018_3,2.34,0.32,2.97,1.71,Estimable
71,WA_2019_5,1.94,0.6,3.13,0.76,Estimable
71,WA_2020_5,2.14,0.48,3.09,1.19,Estimable
72,ID_2019_4,2.99,0.3,3.58,2.4,Estimable
72,OR_2018_3,2.09,0.36,2.79,1.39,Estimable
72,OR_2019_4,4.52,0.54,5.59,3.45,Estimable
72,OR_2020_4,3.03,0.39,3.79,2.28,Estimable
72,WA_2018_3,2.27,0.36,2.97,1.56,Estimable
72,WA_2019_5,2.16,0.63,3.39,0.93,Estimable
73,ID_2019_4,3.93,0.3,4.52,3.35,Estimable
73,OR_2018_3,4.1,0.38,4.85,3.35,Estimable
73,OR_2019_4,6.18,0.54,7.25,5.11,Estimable
73,OR_2020_4,4.3,0.37,5.04,3.57,Estimable
73,WA_2018_3,2.81,0.31,3.42,2.2,Estimable
73,WA_2019_5,3.55,0.6,4.72,2.38,Estimable
73,WA_2020_5,2.53,0.44,3.4,1.66,Estimable
74,ID_2019_4,2.79,0.32,3.41,2.17,Estimable
74,OR_2018_3,-0.43,0.41,0.37,-1.22,Estimable
74,OR_2019_4,-0.17,0.55,0.91,-1.24,Estimable
74,OR_2020_4,0.63,0.38,1.37,-0.12,Estimable
74,WA_2018_3,2.16,0.31,2.78,1.55,Estimable
74,WA_2019_5,1.8,0.6,2.98,0.63,Estimable
74,WA_2020_5,2.74,0.45,3.63,1.85,Estimable
75,ID_2019_4,2.49,0.3,3.09,1.9,Estimable
75,OR_2018_3,0.42,0.38,1.17,-0.32,Estimable
75,OR_2019_4,-0.06,0.55,1.01,-1.13,Estimable
75,OR_2020_4,0.63,0.39,1.39,-0.14,Estimable
75,WA_2018_3,2,0.35,2.68,1.31,Estimable
75,WA_2019_5,1.5,0.5,2.48,0.52,Estimable
76,ID_2019_4,2.96,0.28,3.5,2.41,Estimable
76,OR_2018_3,1.45,0.37,2.19,0.72,Estimable
76,OR_2019_4,0.45,0.54,1.52,-0.62,Estimable
76,OR_2020_4,1.63,0.38,2.37,0.88,Estimable
76,WA_2018_3,2.82,0.31,3.43,2.21,Estimable
76,WA_2019_5,2.16,0.44,3.03,1.29,Estimable
76,WA_2020_5,3.31,0.47,4.22,2.39,Estimable
77,ID_2019_4,2.47,0.27,3.01,1.94,Estimable
77,OR_2018_3,2.2,0.37,2.94,1.47,Estimable
77,OR_2019_4,1.58,0.54,2.64,0.51,Estimable
77,OR_2020_4,2.12,0.38,2.87,1.38,Estimable
77,WA_2018_3,2.51,0.33,3.15,1.88,Estimable
77,WA_2019_5,2.15,0.61,3.33,0.96,Estimable
77,WA_2020_5,2.38,0.5,3.36,1.4,Estimable
78,ID_2019_4,2.79,0.32,3.41,2.16,Estimable
78,OR_2018_3,-0.06,0.3,0.53,-0.64,Estimable
78,OR_2019_4,0.77,0.53,1.82,-0.28,Estimable
78,OR_2020_4,1.88,0.33,2.53,1.23,Estimable
78,WA_2018_3,2.27,0.32,2.9,1.65,Estimable
78,WA_2019_5,1.91,0.6,3.09,0.73,Estimable
78,WA_2020_5,3.41,0.47,4.34,2.49,Estimable
79,ID_2019_4,2.62,0.31,3.23,2.01,Estimable
79,OR_2018_3,1.1,0.35,1.79,0.41,Estimable
79,OR_2019_4,0.24,0.55,1.31,-0.83,Estimable
79,OR_2020_4,1.1,0.38,1.84,0.37,Estimable
79,WA_2018_3,2.11,0.32,2.75,1.48,Estimable
79,WA_2019_5,1.59,0.61,2.78,0.4,Estimable
79,WA_2020_5,2.06,0.5,3.04,1.09,Estimable
80,ID_2019_4,3,0.28,3.54,2.46,Estimable
80,OR_2018_3,2.79,0.41,3.59,2,Estimable
80,OR_2019_4,3.75,0.55,4.82,2.68,Estimable
80,OR_2020_4,2.95,0.38,3.7,2.2,Estimable
80,WA_2018_3,2.65,0.32,3.27,2.02,Estimable
80,WA_2019_5,3.68,0.6,4.87,2.5,Estimable
80,WA_2020_5,2.54,0.48,3.49,1.59,Estimable
81,ID_2019_4,2.82,0.32,3.46,2.19,Estimable
81,OR_2018_3,2.61,0.41,3.41,1.81,Estimable
81,OR_2019_4,1.81,0.55,2.89,0.74,Estimable
81,OR_2020_4,2.33,0.4,3.11,1.56,Estimable
81,WA_2018_3,2.21,0.36,2.92,1.5,Estimable
81,WA_2019_5,2.17,0.63,3.4,0.94,Estimable
82,ID_2019_4,3.07,0.32,3.69,2.45,Estimable
82,OR_2018_3,2.72,0.35,3.41,2.02,Estimable
82,OR_2019_4,2.39,0.54,3.45,1.32,Estimable
82,OR_2020_4,2.09,0.37,2.81,1.36,Estimable
82,WA_2018_3,2.66,0.29,3.23,2.09,Estimable
82,WA_2019_5,3.05,0.37,3.78,2.32,Estimable
82,WA_2020_5,2.2,0.41,3.01,1.39,Estimable
83,ID_2019_4,3.38,0.28,3.93,2.83,Estimable
83,OR_2018_3,2.36,0.36,3.07,1.65,Estimable
83,OR_2019_4,2.57,0.54,3.64,1.5,Estimable
83,OR_2020_4,2.55,0.39,3.31,1.79,Estimable
83,WA_2018_3,2.53,0.36,3.24,1.83,Estimable
83,WA_2019_5,2.74,0.63,3.96,1.51,Estimable
84,ID_2019_4,3.16,0.28,3.7,2.62,Estimable
84,OR_2018_3,2.63,0.39,3.39,1.86,Estimable
84,OR_2019_4,3.06,0.54,4.13,1.99,Estimable
84,OR_2020_4,2.82,0.38,3.57,2.08,Estimable
84,WA_2018_3,3.04,0.32,3.66,2.42,Estimable
84,WA_2019_5,3.3,0.6,4.48,2.12,Estimable
84,WA_2020_5,3.14,0.46,4.05,2.22,Estimable
85,ID_2019_4,2.48,0.32,3.1,1.86,Estimable
85,OR_2018_3,0.32,0.36,1.02,-0.38,Estimable
85,OR_2019_4,-0.03,0.55,1.04,-1.1,Estimable
85,OR_2020_4,0.58,0.38,1.32,-0.16,Estimable
85,WA_2018_3,2.01,0.32,2.64,1.39,Estimable
85,WA_2019_5,2.22,0.49,3.17,1.26,Estimable
85,WA_2020_5,2.02,0.49,2.97,1.06,Estimable
86,ID_2019_4,2.73,0.3,3.32,2.15,Estimable
86,OR_2018_3,1.29,0.36,2,0.59,Estimable
86,OR_2019_4,2.03,0.54,3.1,0.96,Estimable
86,OR_2020_4,1.49,0.38,2.23,0.75,Estimable
86,WA_2018_3,2.06,0.33,2.7,1.42,Estimable
86,WA_2019_5,2.11,0.61,3.3,0.92,Estimable
86,WA_2020_5,1.67,0.5,2.65,0.68,Estimable
87,ID_2019_4,3.65,0.3,4.24,3.07,Estimable
87,OR_2018_3,2.97,0.35,3.65,2.3,Estimable
87,OR_2019_4,4.73,0.54,5.79,3.67,Estimable
87,OR_2020_4,3.91,0.36,4.62,3.19,Estimable
87,WA_2018_3,2.36,0.31,2.96,1.75,Estimable
87,WA_2019_5,2.22,0.6,3.39,1.05,Estimable
87,WA_2020_5,2.51,0.44,3.38,1.64,Estimable
88,ID_2019_4,2.72,0.32,3.34,2.09,Estimable
88,OR_2018_3,1.29,0.39,2.06,0.53,Estimable
88,OR_2019_4,0.52,0.55,1.59,-0.56,Estimable
88,OR_2020_4,1.37,0.38,2.11,0.62,Estimable
88,WA_2018_3,2.18,0.32,2.81,1.55,Estimable
88,WA_2019_5,2.06,0.6,3.25,0.88,Estimable
88,WA_2020_5,2.23,0.48,3.18,1.29,Estimable
89,ID_2019_4,3.31,0.27,3.85,2.77,Estimable
89,OR_2018_3,3.32,0.36,4.03,2.61,Estimable
89,OR_2019_4,4.23,0.54,5.29,3.17,Estimable
89,OR_2020_4,2.9,0.37,3.63,2.18,Estimable
89,WA_2018_3,3.16,0.31,3.77,2.56,Estimable
89,WA_2019_5,3.42,0.6,4.59,2.25,Estimable
89,WA_2020_5,2.62,0.44,3.48,1.76,Estimable
90,ID_2019_4,2.53,0.31,3.14,1.93,Estimable
90,OR_2018_3,-0.07,0.36,0.63,-0.77,Estimable
90,OR_2019_4,0.35,0.55,1.42,-0.72,Estimable
90,OR_2020_4,1.65,0.37,2.38,0.91,Estimable
90,WA_2018_3,2.06,0.32,2.68,1.44,Estimable
90,WA_2019_5,1.24,0.6,2.42,0.06,Estimable
90,WA_2020_5,2.98,0.47,3.9,2.07,Estimable
91,ID_2019_4,3.85,0.29,4.42,3.29,Estimable
91,OR_2018_3,3.18,0.29,3.76,2.6,Estimable
91,OR_2019_4,4,0.53,5.04,2.96,Estimable
91,OR_2020_4,3.76,0.33,4.41,3.12,Estimable
91,WA_2018_3,3.6,0.29,4.17,3.03,Estimable
91,WA_2019_5,4.02,0.37,4.76,3.29,Estimable
91,WA_2020_5,4.37,0.41,5.18,3.56,Estimable
92,ID_2019_4,4.95,0.28,5.5,4.41,Estimable
92,OR_2018_3,5.16,0.36,5.86,4.45,Estimable
92,OR_2019_4,7.63,0.54,8.69,6.56,Estimable
92,OR_2020_4,5.56,0.38,6.3,4.82,Estimable
92,WA_2018_3,3.22,0.33,3.86,2.58,Estimable
92,WA_2019_5,3.97,0.61,5.16,2.78,Estimable
92,WA_2020_5,3.27,0.5,4.26,2.28,Estimable
93,ID_2019_4,2.9,0.31,3.51,2.3,Estimable
93,OR_2018_3,1.94,0.39,2.71,1.18,Estimable
93,OR_2019_4,1.67,0.55,2.74,0.6,Estimable
93,OR_2020_4,1.96,0.38,2.71,1.21,Estimable
93,WA_2018_3,2.22,0.32,2.85,1.58,Estimable
93,WA_2019_5,2.4,0.61,3.59,1.21,Estimable
93,WA_2020_5,2.11,0.5,3.08,1.13,Estimable
94,ID_2019_4,3.11,0.32,3.73,2.48,Estimable
94,OR_2018_3,3.08,0.29,3.66,2.5,Estimable
94,OR_2019_4,2.58,0.53,3.63,1.54,Estimable
94,OR_2020_4,2.81,0.33,3.46,2.15,Estimable
94,WA_2018_3,2.94,0.32,3.56,2.31,Estimable
94,WA_2019_5,2.97,0.6,4.15,1.79,Estimable
94,WA_2020_5,2.97,0.48,3.9,2.04,Estimable
95,ID_2019_4,3.28,0.29,3.85,2.71,Estimable
95,OR_2018_3,2.17,0.41,2.97,1.36,Estimable
95,OR_2019_4,1.94,0.55,3.01,0.87,Estimable
95,OR_2020_4,2.45,0.38,3.2,1.7,Estimable
95,WA_2018_3,2.54,0.32,3.17,1.91,Estimable
95,WA_2019_5,2.51,0.6,3.69,1.32,Estimable
95,WA_2020_5,2.84,0.48,3.79,1.89,Estimable
96,ID_2019_4,3.06,0.32,3.69,2.43,Estimable
96,OR_2018_3,3.11,0.38,3.85,2.36,Estimable
96,OR_2019_4,2.61,0.55,3.69,1.54,Estimable
96,OR_2020_4,3.03,0.38,3.78,2.28,Estimable
96,WA_2018_3,2.42,0.33,3.06,1.77,Estimable
96,WA_2019_5,2.86,0.61,4.05,1.67,Estimable
96,WA_2020_5,2.45,0.51,3.45,1.45,Estimable
97,ID_2019_4,2.65,0.3,3.24,2.06,Estimable
97,OR_2018_3,0.17,0.29,0.75,-0.41,Estimable
97,OR_2019_4,-0.15,0.53,0.9,-1.19,Estimable
97,OR_2020_4,0.43,0.34,1.1,-0.24,Estimable
97,WA_2018_3,2.11,0.36,2.81,1.4,Estimable
97,WA_2019_5,1.92,0.63,3.14,0.69,Estimable
98,ID_2019_4,4.04,0.31,4.64,3.43,Estimable
98,OR_2018_3,4.66,0.4,5.44,3.88,Estimable
98,OR_2019_4,4.99,0.55,6.07,3.92,Estimable
98,OR_2020_4,3.97,0.38,4.73,3.22,Estimable
98,WA_2018_3,4.1,0.33,4.74,3.46,Estimable
98,WA_2019_5,5.58,0.61,6.77,4.38,Estimable
98,WA_2020_5,4.22,0.5,5.2,3.23,Estimable
99,ID_2019_4,2.72,0.31,3.32,2.12,Estimable
99,OR_2018_3,0.47,0.35,1.15,-0.21,Estimable
99,OR_2019_4,0.34,0.54,1.4,-0.72,Estimable
99,OR_2020_4,0.95,0.36,1.66,0.24,Estimable
99,WA_2018_3,2.96,0.29,3.53,2.39,Estimable
99,WA_2019_5,5.39,0.37,6.12,4.66,Estimable
99,WA_2020_5,3.75,0.42,4.56,2.93,Estimable
100,ID_2019_4,2.72,0.32,3.35,2.08,Estimable
100,OR_2018_3,0.87,0.35,1.57,0.18,Estimable
100,OR_2019_4,0.74,0.55,1.81,-0.34,Estimable
100,OR_2020_4,1.93,0.39,2.69,1.18,Estimable
100,WA_2018_3,2.58,0.36,3.29,1.87,Estimable
100,WA_2019_5,2.06,0.63,3.29,0.83,Estimable
101,ID_2019_4,3.04,0.32,3.67,2.41,Estimable
101,OR_2018_3,3.11,0.35,3.81,2.42,Estimable
101,OR_2019_4,2.04,0.55,3.11,0.96,Estimable
101,OR_2020_4,2.56,0.38,3.3,1.82,Estimable
101,WA_2018_3,2.77,0.32,3.41,2.13,Estimable
101,WA_2019_5,3.61,0.61,4.8,2.42,Estimable
101,WA_2020_5,2.79,0.5,3.76,1.81,Estimable
102,ID_2019_4,3.99,0.31,4.6,3.38,Estimable
102,OR_2018_3,4.19,0.34,4.86,3.53,Estimable
102,OR_2019_4,5.33,0.54,6.39,4.27,Estimable
102,OR_2020_4,3.62,0.36,4.33,2.92,Estimable
102,WA_2018_3,3.39,0.28,3.95,2.83,Estimable
102,WA_2019_5,3.47,0.37,4.2,2.74,Estimable
102,WA_2020_5,2.85,0.38,3.6,2.09,Estimable
103,ID_2019_4,3.49,0.32,4.11,2.86,Estimable
103,OR_2018_3,2.88,0.35,3.56,2.19,Estimable
103,OR_2019_4,3.44,0.55,4.51,2.37,Estimable
103,OR_2020_4,2.86,0.37,3.6,2.13,Estimable
103,WA_2018_3,3.1,0.31,3.71,2.49,Estimable
103,WA_2019_5,4.16,0.6,5.33,2.98,Estimable
103,WA_2020_5,3.19,0.45,4.08,2.3,Estimable
104,ID_2019_4,4.46,0.32,5.08,3.84,Estimable
104,OR_2018_3,4.62,0.35,5.31,3.93,Estimable
104,OR_2019_4,4.88,0.54,5.95,3.81,Estimable
104,OR_2020_4,4.4,0.37,5.12,3.67,Estimable
104,WA_2018_3,4.32,0.29,4.89,3.74,Estimable
104,WA_2019_5,4.6,0.37,5.33,3.87,Estimable
104,WA_2020_5,4.91,0.41,5.72,4.09,Estimable
105,OR_2018_3,3.47,0.34,4.14,2.79,Estimable
105,OR_2019_4,3.18,0.55,4.26,2.11,Estimable
105,OR_2020_4,3.13,0.36,3.84,2.43,Estimable
105,WA_2018_3,2.94,0.29,3.51,2.38,Estimable
105,WA_2019_5,3.11,0.37,3.84,2.38,Estimable
105,WA_2020_5,2.9,0.39,3.67,2.13,Estimable
106,ID_2019_4,3.11,0.3,3.69,2.53,Estimable
106,OR_2018_3,2.88,0.34,3.55,2.21,Estimable
106,OR_2019_4,3.8,0.54,4.86,2.74,Estimable
106,OR_2020_4,3.49,0.36,4.2,2.78,Estimable
106,WA_2018_3,2.97,0.31,3.57,2.36,Estimable
106,WA_2019_5,4.17,0.6,5.34,3,Estimable
106,WA_2020_5,3.42,0.44,4.29,2.56,Estimable
107,ID_2019_4,4.61,0.29,5.18,4.03,Estimable
107,OR_2018_3,3.83,0.34,4.5,3.16,Estimable
107,OR_2019_4,5.6,0.54,6.66,4.54,Estimable
107,OR_2020_4,4.28,0.37,5.01,3.56,Estimable
107,WA_2018_3,4.68,0.32,5.31,4.05,Estimable
107,WA_2019_5,6.08,0.49,7.03,5.12,Estimable
107,WA_2020_5,5.63,0.49,6.59,4.68,Estimable
108,ID_2019_4,3.58,0.28,4.12,3.04,Estimable
108,OR_2018_3,3.88,0.35,4.57,3.19,Estimable
108,OR_2019_4,4.89,0.54,5.95,3.83,Estimable
108,OR_2020_4,3.96,0.37,4.68,3.23,Estimable
108,WA_2018_3,2.85,0.31,3.46,2.25,Estimable
108,WA_2019_5,4.27,0.44,5.14,3.4,Estimable
108,WA_2020_5,2.88,0.46,3.77,1.98,Estimable
109,ID_2019_4,3.13,0.31,3.74,2.52,Estimable
109,OR_2018_3,2.49,0.37,3.22,1.76,Estimable
109,OR_2019_4,1.9,0.55,2.97,0.83,Estimable
109,OR_2020_4,2.24,0.37,2.97,1.5,Estimable
109,WA_2018_3,2.69,0.31,3.3,2.08,Estimable
109,WA_2019_5,2.28,0.6,3.45,1.1,Estimable
109,WA_2020_5,2.57,0.45,3.45,1.69,Estimable
110,ID_2019_4,5.14,0.29,5.71,4.57,Estimable
110,OR_2018_3,5.97,0.29,6.55,5.39,Estimable
110,OR_2019_4,7.33,0.53,8.37,6.29,Estimable
110,OR_2020_4,5.62,0.33,6.28,4.97,Estimable
110,WA_2018_3,5.04,0.31,5.66,4.43,Estimable
110,WA_2019_5,6.92,0.6,8.1,5.74,Estimable
110,WA_2020_5,5.68,0.46,6.58,4.77,Estimable
111,ID_2019_4,2.93,0.29,3.5,2.36,Estimable
111,OR_2018_3,2.86,0.41,3.67,2.06,Estimable
111,OR_2019_4,2.14,0.55,3.21,1.07,Estimable
111,OR_2020_4,2,0.38,2.74,1.25,Estimable
111,WA_2018_3,2.83,0.29,3.41,2.26,Estimable
111,WA_2019_5,1.29,0.37,2.02,0.56,Estimable
111,WA_2020_5,2.08,0.42,2.9,1.26,Estimable
112,ID_2019_4,2.8,0.31,3.42,2.19,Estimable
112,OR_2018_3,1.09,0.3,1.67,0.51,Estimable
112,OR_2019_4,0.92,0.53,1.97,-0.12,Estimable
112,OR_2020_4,1.36,0.33,2.01,0.7,Estimable
112,WA_2018_3,2.06,0.33,2.7,1.43,Estimable
112,WA_2019_5,1.68,0.61,2.87,0.49,Estimable
112,WA_2020_5,2,0.5,2.98,1.03,Estimable
113,ID_2019_4,3.33,0.3,3.91,2.74,Estimable
113,OR_2018_3,2.77,0.39,3.53,2,Estimable
113,OR_2019_4,2.89,0.55,3.97,1.82,Estimable
113,OR_2020_4,3.09,0.38,3.84,2.34,Estimable
113,WA_2018_3,2.47,0.32,3.09,1.84,Estimable
113,WA_2019_5,2.21,0.45,3.08,1.33,Estimable
113,WA_2020_5,2.61,0.49,3.56,1.66,Estimable
114,ID_2019_4,3.26,0.31,3.86,2.65,Estimable
114,OR_2018_3,3.85,0.38,4.59,3.11,Estimable
114,OR_2019_4,4.08,0.55,5.15,3.01,Estimable
114,OR_2020_4,3.26,0.38,4,2.51,Estimable
114,WA_2018_3,2.66,0.32,3.28,2.03,Estimable
114,WA_2019_5,2.39,0.49,3.35,1.43,Estimable
114,WA_2020_5,2,0.49,2.96,1.04,Estimable
115,ID_2019_4,2.83,0.28,3.37,2.29,Estimable
115,OR_2018_3,3.22,0.35,3.9,2.53,Estimable
115,OR_2019_4,2.41,0.54,3.47,1.34,Estimable
115,OR_2020_4,2.57,0.38,3.31,1.83,Estimable
115,WA_2018_3,2.35,0.32,2.98,1.73,Estimable
115,WA_2019_5,2.33,0.6,3.51,1.15,Estimable
115,WA_2020_5,1.82,0.48,2.76,0.88,Estimable
116,ID_2019_4,2.75,0.32,3.37,2.13,Estimable
116,OR_2018_3,1.69,0.29,2.27,1.12,Estimable
116,OR_2019_4,0.58,0.53,1.63,-0.46,Estimable
116,OR_2020_4,0.86,0.33,1.51,0.21,Estimable
116,WA_2018_3,2.53,0.31,3.14,1.93,Estimable
116,WA_2019_5,2.31,0.6,3.49,1.14,Estimable
116,WA_2020_5,2.05,0.44,2.92,1.17,Estimable
117,ID_2019_4,3.27,0.3,3.86,2.68,Estimable
117,OR_2018_3,3.09,0.41,3.89,2.3,Estimable
117,OR_2019_4,2.27,0.55,3.35,1.2,Estimable
117,OR_2020_4,2.47,0.39,3.22,1.71,Estimable
117,WA_2018_3,2.6,0.33,3.25,1.96,Estimable
117,WA_2019_5,2.69,0.61,3.89,1.5,Estimable
117,WA_2020_5,2.36,0.51,3.35,1.36,Estimable
118,ID_2019_4,3.07,0.28,3.61,2.53,Estimable
118,OR_2018_3,3,0.35,3.7,2.31,Estimable
118,OR_2019_4,3.85,0.54,4.91,2.79,Estimable
118,OR_2020_4,3.34,0.38,4.08,2.6,Estimable
118,WA_2018_3,2.34,0.32,2.98,1.7,Estimable
118,WA_2019_5,2.99,0.61,4.17,1.8,Estimable
118,WA_2020_5,2.25,0.5,3.23,1.27,Estimable
119,ID_2019_4,3.32,0.3,3.9,2.73,Estimable
119,OR_2018_3,3.01,0.36,3.71,2.31,Estimable
119,OR_2019_4,2.47,0.54,3.53,1.4,Estimable
119,OR_2020_4,2.69,0.37,3.42,1.96,Estimable
119,WA_2018_3,2.72,0.32,3.35,2.09,Estimable
119,WA_2019_5,2.92,0.6,4.1,1.73,Estimable
119,WA_2020_5,2.68,0.48,3.62,1.73,Estimable
120,ID_2019_4,3.17,0.31,3.77,2.56,Estimable
120,OR_2018_3,2.36,0.35,3.04,1.67,Estimable
120,OR_2019_4,2.58,0.55,3.65,1.51,Estimable
120,OR_2020_4,2.81,0.38,3.55,2.08,Estimable
120,WA_2018_3,2.24,0.32,2.86,1.61,Estimable
120,WA_2019_5,2.37,0.6,3.55,1.19,Estimable
120,WA_2020_5,2.36,0.48,3.3,1.42,Estimable
121,ID_2019_4,3.41,0.32,4.03,2.79,Estimable
121,OR_2018_3,3.02,0.34,3.7,2.35,Estimable
121,OR_2019_4,3.29,0.54,4.35,2.23,Estimable
121,OR_2020_4,2.77,0.36,3.47,2.07,Estimable
121,WA_2018_3,3.33,0.31,3.93,2.72,Estimable
121,WA_2019_5,4.19,0.6,5.36,3.02,Estimable
121,WA_2020_5,3.37,0.44,4.23,2.5,Estimable
122,ID_2019_4,3.2,0.32,3.82,2.57,Estimable
122,OR_2018_3,3.16,0.4,3.94,2.38,Estimable
122,OR_2019_4,2.69,0.55,3.76,1.61,Estimable
122,OR_2020_4,2.9,0.38,3.65,2.16,Estimable
122,WA_2018_3,2.5,0.31,3.12,1.89,Estimable
122,WA_2019_5,2.47,0.6,3.64,1.29,Estimable
122,WA_2020_5,2.32,0.45,3.2,1.43,Estimable
123,ID_2019_4,3.43,0.32,4.06,2.81,Estimable
123,OR_2018_3,2.78,0.39,3.53,2.02,Estimable
123,OR_2019_4,2.02,0.55,3.09,0.94,Estimable
123,OR_2020_4,2.33,0.38,3.08,1.59,Estimable
123,WA_2018_3,3.68,0.32,4.32,3.05,Estimable
123,WA_2019_5,4.84,0.49,5.8,3.88,Estimable
123,WA_2020_5,4.09,0.5,5.06,3.11,Estimable
124,ID_2019_4,2.69,0.28,3.23,2.15,Estimable
124,OR_2018_3,0.65,0.36,1.35,-0.05,Estimable
124,OR_2019_4,0.14,0.54,1.21,-0.92,Estimable
124,OR_2020_4,0.93,0.38,1.67,0.2,Estimable
124,WA_2018_3,2.25,0.32,2.88,1.62,Estimable
124,WA_2019_5,1.67,0.6,2.85,0.48,Estimable
124,WA_2020_5,2.36,0.49,3.32,1.4,Estimable
125,ID_2019_4,2.5,0.3,3.09,1.9,Estimable
125,OR_2018_3,0.13,0.29,0.71,-0.44,Estimable
125,OR_2019_4,-0.3,0.53,0.74,-1.34,Estimable
125,OR_2020_4,0.48,0.33,1.13,-0.16,Estimable
125,WA_2018_3,2.03,0.29,2.6,1.46,Estimable
125,WA_2019_5,0.71,0.37,1.44,-0.02,Estimable
125,WA_2020_5,1.99,0.41,2.8,1.18,Estimable
126,ID_2019_4,2.53,0.32,3.16,1.9,Estimable
126,OR_2018_3,0.7,0.38,1.44,-0.04,Estimable
126,OR_2019_4,0,0.55,1.07,-1.07,Estimable
126,OR_2020_4,0.79,0.38,1.53,0.04,Estimable
126,WA_2018_3,2.34,0.33,2.98,1.69,Estimable
126,WA_2019_5,2.32,0.61,3.51,1.13,Estimable
126,WA_2020_5,2.44,0.51,3.44,1.44,Estimable
127,ID_2019_4,2.78,0.31,3.39,2.18,Estimable
127,OR_2018_3,1.86,0.36,2.57,1.15,Estimable
127,OR_2019_4,1.83,0.54,2.9,0.77,Estimable
127,OR_2020_4,2.12,0.37,2.85,1.38,Estimable
127,WA_2018_3,2.29,0.32,2.92,1.66,Estimable
127,WA_2019_5,1.85,0.6,3.03,0.67,Estimable
127,WA_2020_5,2.25,0.48,3.19,1.31,Estimable
128,ID_2019_4,2.86,0.28,3.4,2.32,Estimable
128,OR_2018_3,2.45,0.36,3.15,1.74,Estimable
128,OR_2019_4,0.92,0.54,1.99,-0.14,Estimable
128,OR_2020_4,1.71,0.38,2.44,0.97,Estimable
128,WA_2018_3,2.37,0.32,3,1.75,Estimable
128,WA_2019_5,2.63,0.6,3.81,1.44,Estimable
128,WA_2020_5,2.15,0.48,3.08,1.21,Estimable
129,ID_2019_4,3.04,0.31,3.64,2.43,Estimable
129,OR_2018_3,3.01,0.36,3.72,2.31,Estimable
129,OR_2019_4,1.61,0.55,2.68,0.54,Estimable
129,OR_2020_4,2.31,0.39,3.07,1.55,Estimable
129,WA_2018_3,2.48,0.36,3.19,1.77,Estimable
129,WA_2019_5,2.11,0.63,3.34,0.88,Estimable
130,ID_2019_4,2.9,0.28,3.44,2.35,Estimable
130,OR_2018_3,2.02,0.35,2.7,1.33,Estimable
130,OR_2019_4,2.14,0.54,3.2,1.08,Estimable
130,OR_2020_4,2.51,0.38,3.25,1.77,Estimable
130,WA_2018_3,2.39,0.36,3.09,1.68,Estimable
130,WA_2019_5,2.69,0.63,3.92,1.47,Estimable
131,ID_2019_4,3.46,0.32,4.09,2.84,Estimable
131,OR_2018_3,3.72,0.35,4.4,3.05,Estimable
131,OR_2019_4,5.48,0.54,6.55,4.42,Estimable
131,OR_2020_4,3.83,0.36,4.54,3.11,Estimable
131,WA_2018_3,2.64,0.31,3.25,2.03,Estimable
131,WA_2019_5,3.17,0.6,4.34,1.99,Estimable
131,WA_2020_5,2.2,0.45,3.09,1.32,Estimable
132,ID_2019_4,2.54,0.32,3.16,1.91,Estimable
132,OR_2018_3,1.63,0.35,2.31,0.94,Estimable
132,OR_2019_4,0.4,0.54,1.47,-0.66,Estimable
132,OR_2020_4,1.19,0.37,1.91,0.47,Estimable
132,WA_2018_3,2.06,0.32,2.69,1.43,Estimable
132,WA_2019_5,1.33,0.6,2.51,0.15,Estimable
132,WA_2020_5,1.65,0.48,2.6,0.71,Estimable
